x, y
0.4258569299552906, 0.5305591677503251
0.4567064083457526, 0.6762028608582575
0.49023845007451566, 0.8634590377113134
0.5204172876304024, 0.988296488946684
0.5559612518628912, 1.2379713914174253
0.588822652757079, 1.518855656697009
0.6203427719821163, 1.799739921976593
0.6565573770491804, 2.143042912873862
0.6900894187779434, 2.527958387516255
0.7256333830104322, 2.9440832249674904
0.7598360655737705, 3.4538361508452535
0.7947093889716841, 3.973992197659298
0.8289120715350224, 4.525357607282185
0.8644560357675112, 5.139141742522757
0.8986587183308494, 5.752925877763329
0.9321907600596125, 6.408322496749025
0.9536512667660209, 6.834850455136541
0.9690760059612518, 7.136540962288687
0.9764530551415798, 7.3237971391417425
0.985171385991058, 7.53185955786736
0.989865871833085, 7.604681404421327
0.9938897168405365, 7.698309492847854
0.9972429210134128, 7.781534460338102
0.9992548435171387, 7.833550065019506
