x, y
0.012285012285012284, 0.14876033057851235
0.04176904176904177, 0.14876033057851235
0.06388206388206388, 0.24793388429752072
0.08353808353808354, 0.3471074380165289
0.10073710073710074, 0.5123966942148761
0.11793611793611794, 0.6446280991735538
0.1375921375921376, 0.8099173553719008
0.1547911547911548, 1.0082644628099173
0.1769041769041769, 1.1735537190082646
0.1769041769041769, 1.1735537190082646
0.19656019656019655, 1.3057851239669422
0.2113022113022113, 1.4710743801652892
0.22358722358722358, 1.6694214876033058
0.23587223587223588, 1.9008264462809916
0.24815724815724816, 2.1322314049586777
0.25798525798525795, 2.396694214876033
0.2702702702702703, 2.628099173553719
0.28255528255528256, 2.8595041322314048
0.2972972972972973, 3.0578512396694215
0.31695331695331697, 3.2231404958677685
0.33169533169533166, 3.2561983471074383
0.3488943488943489, 3.3884297520661155
0.3832923832923833, 3.553719008264463
0.3832923832923833, 3.553719008264463
0.36609336609336607, 3.487603305785124
0.40294840294840295, 3.6859504132231407
0.4201474201474201, 3.785123966942149
0.43734643734643736, 3.9173553719008263
0.457002457002457, 4.049586776859504
0.47665847665847666, 4.214876033057852
0.49877149877149873, 4.380165289256198
0.5184275184275184, 4.545454545454545
0.5356265356265356, 4.677685950413223
0.5577395577395577, 4.809917355371901
0.5872235872235873, 5.074380165289256
0.5872235872235873, 5.074380165289256
0.6044226044226044, 5.206611570247934
0.6191646191646192, 5.338842975206612
0.6388206388206388, 5.5041322314049586
0.6511056511056511, 5.6033057851239665
0.6732186732186732, 5.735537190082645
0.7051597051597052, 5.933884297520661
0.7321867321867321, 6.132231404958678
0.7641277641277641, 6.264462809917355
0.7886977886977887, 6.297520661157025
0.8058968058968059, 6.363636363636363
0.8353808353808354, 6.462809917355372
0.8648648648648648, 6.429752066115703
0.8968058968058967, 6.429752066115703
0.9238329238329238, 6.3966942148760335
0.941031941031941, 6.264462809917355
0.9533169533169533, 6.033057851239669
0.9680589680589681, 5.801652892561984
0.9754299754299754, 5.471074380165289
0.995085995085995, 4.677685950413223
