x, y
0.019801980198019802, -0.05732484076433121
0.019801980198019802, -0.05732484076433121
0.034653465346534656, -0.07261146496815286
0.054455445544554455, -0.07261146496815286
0.06683168316831684, -0.049681528662420385
0.07920792079207921, -0.022929936305732486
0.0891089108910891, 0.007643312101910828
0.09405940594059406, 0.04203821656050955
0.09900990099009901, 0.06878980891719745
0.10396039603960396, 0.09936305732484077
0.10891089108910891, 0.1337579617834395
0.11386138613861387, 0.17579617834394903
0.12128712871287128, 0.21019108280254778
0.12623762376237624, 0.2484076433121019
0.12871287128712872, 0.28280254777070063
0.13366336633663367, 0.31719745222929935
0.13861386138613863, 0.3554140127388535
0.14603960396039603, 0.3974522292993631
0.15099009900990099, 0.4356687898089172
0.1608910891089109, 0.4624203821656051
0.16336633663366337, 0.4929936305732484
0.18316831683168316, 0.4853503184713376
0.2004950495049505, 0.48152866242038217
0.2103960396039604, 0.5082802547770701
0.2202970297029703, 0.535031847133758
0.22772277227722773, 0.5694267515923567
0.23514851485148516, 0.6
0.24257425742574257, 0.6382165605095541
0.25, 0.6764331210191082
0.25495049504950495, 0.710828025477707
0.26485148514851486, 0.7414012738853504
0.2747524752475248, 0.7796178343949045
0.2871287128712871, 0.802547770700637
0.30198019801980197, 0.821656050955414
0.3193069306930693, 0.8292993630573249
0.3316831683168317, 0.8101910828025478
0.35148514851485146, 0.7987261146496816
0.37376237623762376, 0.7949044585987262
0.3935643564356436, 0.7834394904458599
0.4108910891089109, 0.7834394904458599
0.4306930693069307, 0.7757961783439491
0.44554455445544555, 0.7757961783439491
0.4752475247524752, 0.7757961783439491
0.5, 0.7757961783439491
0.5222772277227723, 0.7681528662420383
0.5420792079207921, 0.7643312101910829
0.5668316831683169, 0.7605095541401274
0.5915841584158416, 0.756687898089172
0.6188118811881188, 0.756687898089172
0.6386138613861386, 0.7490445859872612
0.6633663366336634, 0.737579617834395
0.6806930693069307, 0.729936305732484
0.698019801980198, 0.7222929936305732
0.7227722772277227, 0.7184713375796178
0.7376237623762376, 0.7031847133757961
0.754950495049505, 0.6917197452229299
0.7747524752475248, 0.6840764331210191
0.8094059405940595, 0.6687898089171974
0.8292079207920792, 0.6535031847133758
0.849009900990099, 0.6382165605095541
0.8762376237623762, 0.6229299363057325
0.9084158415841584, 0.5923566878980892
0.9356435643564357, 0.554140127388535
0.9727722772277227, 0.5197452229299363
0.9876237623762376, 0.4624203821656051
